slug,marca,nombre,genero,concentracion,volumen_ml,tiene_piramide,salida,corazon,fondo,notas,acordes,fragrantica_url,ficha
armaf-tres-nuit,Armaf,Tres Nuit,hombre,edp,100,1,iris | limón (lima ácida) | Verbena,lavanda | violeta | notas especiadas,ámbar gris | sándalo,iris | limón (lima ácida) | Verbena | lavanda | violeta | notas especiadas | ámbar gris | sándalo,atalcado | violeta | lavanda | amaderado | iris | cítrico | ámbar | aromático | florales | animálico,https://www.fragrantica.es/perfume/Armaf/Tres-Nuit-27711.html,https://privateriche.com/perfume-arabe/armaf-tres-nuit
asdaaf-ameer-al-arab,Asdaaf,Ameer Al Arab (Príncipe de Arabia),unisex,,100,1,jazmín | madreselva,lavanda | pimienta | azafrán,cardamomo | menta | albahaca,jazmín | madreselva | lavanda | pimienta | azafrán | cardamomo | menta | albahaca,aromático | fresco especiado | floral blanco | cálido especiado | verde | lavanda | herbal,https://www.fragrantica.es/perfume/Asdaaf/Ameer-Al-Arab-105834.html,https://privateriche.com/perfume-arabe/asdaaf-ameer-al-arab
asdaaf-ameer-al-arab-imperium,Asdaaf,Ameer Al Arab Imperium (Príncipe de Arabia),hombre,,100,0,,,,,,,https://privateriche.com/perfume-arabe/asdaaf-ameer-al-arab-imperium
asdaaf-ameerat-al-arab,Asdaaf,Ameerat Al Arab (Princesa de Arabia),mujer,,100,0,,,,,,,https://privateriche.com/perfume-arabe/asdaaf-ameerat-al-arab
asdaaf-ameerat-al-arab-prive-rose,Asdaaf,Ameerat Al Arab Prive Rose (Princesa de Arabia),mujer,,100,1,fresa | uvas | naranja,rosa | almizcle blanco | jazmín | gardenia | ylang-ylang | azucena,haba tonka | ámbar | sándalo,fresa | uvas | naranja | rosa | almizcle blanco | jazmín | gardenia | ylang-ylang | azucena | haba tonka | ámbar | sándalo,rosas | dulce | afrutados | almizclado | floral blanco | atalcado | ámbar | florales | amaderado | cítrico,https://www.fragrantica.es/perfume/Asdaaf/Ameerat-Al-Arab-Prive-Rose-81967.html,https://privateriche.com/perfume-arabe/asdaaf-ameerat-al-arab-prive-rose
fragrance-world-creme-of-clouds,Fragrance World,Creme of Clouds,unisex,,100,0,,,,crema batida | Azúcar Quemado | leche de coco | vainilla,avainillado | dulce | coco | lactónico | tropical,https://www.fragrantica.es/perfume/Fragrance-World/Creme-of-Clouds-102885.html,https://privateriche.com/perfume-arabe/fragrance-world-creme-of-clouds
french-avenue-aether,French Avenue,Aether,unisex,extrait,100,1,manzana verde | bergamota | mandarina,cedro | petit grain | cachemira | violeta,musgo de roble | almizcle | Amberwood,manzana verde | bergamota | mandarina | cedro | petit grain | cachemira | violeta | musgo de roble | almizcle | Amberwood,amaderado | cítrico | afrutados | atalcado | almizclado | verde | fresco especiado | fresco | musgoso | aromático,https://www.fragrantica.es/perfume/French-Avenue/Aether-94702.html,https://privateriche.com/perfume-arabe/french-avenue-aether
french-avenue-amber-empire,French Avenue,Amber Empire,hombre,extrait,100,1,notas orientales | vaina de vainilla | Licor | madera de cachemira,ámbar | caña de azúcar | cedro,haba tonka | sándalo | almizcle | ládano,notas orientales | vaina de vainilla | Licor | madera de cachemira | ámbar | caña de azúcar | cedro | haba tonka | sándalo | almizcle | ládano,ámbar | avainillado | cálido especiado | amaderado | almizclado | atalcado | dulce,https://www.fragrantica.es/perfume/French-Avenue/Amber-Empire-116876.html,https://privateriche.com/perfume-arabe/french-avenue-amber-empire
french-avenue-atlantis-extrait,French Avenue,Atlantis Extrait,unisex,extrait,100,1,naranja | mandarina | limón (lima ácida),sandía | coco,ámbar gris | cacao | Amberwood,naranja | mandarina | limón (lima ácida) | sandía | coco | ámbar gris | cacao | Amberwood,ozónico | acuático | cítrico | coco | ámbar | dulce | afrutados | cacao | lactónico | cálido especiado,https://www.fragrantica.es/perfume/French-Avenue/Atlantis-Extrait-113595.html,https://privateriche.com/perfume-arabe/french-avenue-atlantis-extrait
french-avenue-cocoa-morado,French Avenue,Cocoa Morado,unisex,edp,100,1,canela | azafrán | nuez moscada | cardamomo | pimienta rosa | jengibre,madera de oud | madera de oud | dátiles | mirra | incienso | caña de azúcar | caramelo | Amberwood | Davana,cuero | vainilla de Madagascar | Manteca de cacao | benjuí | haba tonka | ládano | pachulí | almizcle | yerba mate,canela | azafrán | nuez moscada | cardamomo | pimienta rosa | jengibre | madera de oud | madera de oud | dátiles | mirra | incienso | caña de azúcar | caramelo | Amberwood | Davana | cuero | vainilla de Madagascar | Manteca de cacao | benjuí | haba tonka | ládano | pachulí | almizcle | yerba mate,ámbar | cálido especiado | dulce | avainillado | cuero | balsámico | oud | fresco especiado | ahumado | aromático,https://www.fragrantica.es/perfume/French-Avenue/Cocoa-Morado-98886.html,https://privateriche.com/perfume-arabe/french-avenue-cocoa-morado
french-avenue-fierte,French Avenue,Fierte,unisex,edp,80,1,incienso | tabaco | azafrán,especias | elemí | cedro,vainilla | haba tonka | benjuí,incienso | tabaco | azafrán | especias | elemí | cedro | vainilla | haba tonka | benjuí,ámbar | avainillado | cálido especiado | balsámico | ahumado | dulce | tabaco | aromático | amaderado | atalcado,https://www.fragrantica.es/perfume/French-Avenue/Fierte-95174.html,https://privateriche.com/perfume-arabe/french-avenue-fierte
french-avenue-grecia,French Avenue,Grecia,unisex,extrait,100,1,leche | almizcle ambreta,nardos | incienso | jazmín,almizcle | vainilla | haba tonka | cacao,leche | almizcle ambreta | nardos | incienso | jazmín | almizcle | vainilla | haba tonka | cacao,almizclado | avainillado | lactónico | floral blanco | nardos | atalcado | dulce | ámbar | florales | cálido especiado,https://www.fragrantica.es/perfume/French-Avenue/Grecia-106165.html,https://privateriche.com/perfume-arabe/french-avenue-grecia
french-avenue-liquid-brun,French Avenue,Liquid Brun,hombre,edp,100,1,canela | flor de azahar del naranjo | cardamomo | bergamota,vainilla Bourbon | elemí,praliné | ambroxan | almizcle | madera de gaiac,canela | flor de azahar del naranjo | cardamomo | bergamota | vainilla Bourbon | elemí | praliné | ambroxan | almizcle | madera de gaiac,dulce | cálido especiado | avainillado | canela | floral blanco | atalcado | cítrico | aromático | almizclado | ámbar,https://www.fragrantica.es/perfume/French-Avenue/Liquid-Brun-94713.html,https://privateriche.com/perfume-arabe/french-avenue-liquid-brun
french-avenue-liquid-brun-limited-edition,French Avenue,Liquid Brun Limited Edition,unisex,extrait,150,1,cardamomo | lavanda | cítricos,flor de azahar del naranjo | madera de gaiac | rosa,vainilla | haba tonka | ámbar | musgo de roble,cardamomo | lavanda | cítricos | flor de azahar del naranjo | madera de gaiac | rosa | vainilla | haba tonka | ámbar | musgo de roble,avainillado | ámbar | cítrico | floral blanco | dulce | aromático | cálido especiado | lavanda | atalcado | amaderado,https://www.fragrantica.es/perfume/French-Avenue/Liquid-Brun-Limited-Edition-123526.html,https://privateriche.com/perfume-arabe/french-avenue-liquid-brun-limited-edition
french-avenue-ravine-ginger,French Avenue,Ravine Ginger,unisex,,100,1,jengibre | bergamota | limón (lima ácida),flor de azahar del naranjo | jazmín | magnolia | rosa,vainilla | almizcle | ámbar | sándalo | cachemira | pachulí,jengibre | bergamota | limón (lima ácida) | flor de azahar del naranjo | jazmín | magnolia | rosa | vainilla | almizcle | ámbar | sándalo | cachemira | pachulí,cítrico | fresco especiado | avainillado | atalcado | fresco | almizclado | floral blanco | amaderado | ámbar | aromático,https://www.fragrantica.es/perfume/French-Avenue/Ravine-Ginger-122274.html,https://privateriche.com/perfume-arabe/french-avenue-ravine-ginger
french-avenue-ravine-ice,French Avenue,Ravine Ice,unisex,,100,1,limón (lima ácida) | geranio,sal | salvia | lavanda,ambroxan | musgo | cedro,limón (lima ácida) | geranio | sal | salvia | lavanda | ambroxan | musgo | cedro,aromático | cítrico | herbal | salado | fresco especiado | ámbar | amaderado | almizclado | musgoso | lavanda,https://www.fragrantica.es/perfume/French-Avenue/Ravine-Ice-122272.html,https://privateriche.com/perfume-arabe/french-avenue-ravine-ice
french-avenue-royal-blend,French Avenue,Royal Blend,unisex,extrait,100,1,coñac | canela | ciruela,mirra | iris,vainilla | haba tonka | sándalo,coñac | canela | ciruela | mirra | iris | vainilla | haba tonka | sándalo,cálido especiado | amaderado | avainillado | dulce | canela | afrutados | ámbar | atalcado | balsámico,https://www.fragrantica.es/perfume/French-Avenue/Royal-Blend-94022.html,https://privateriche.com/perfume-arabe/french-avenue-royal-blend
french-avenue-spectre-ghost,French Avenue,Spectre Ghost,hombre,edp,80,1,jengibre | cardamomo | bergamota,pimienta rosa | grosellas negras | rosa,vainilla | cedro | pachulí,jengibre | cardamomo | bergamota | pimienta rosa | grosellas negras | rosa | vainilla | cedro | pachulí,avainillado | fresco especiado | cálido especiado | amaderado | cítrico | aromático | especiado suave | atalcado | fresco | afrutados,https://www.fragrantica.es/perfume/French-Avenue/Spectre-Ghost-94697.html,https://privateriche.com/perfume-arabe/french-avenue-spectre-ghost
french-avenue-veneno,French Avenue,Veneno,unisex,edp,100,1,manzana | Humo | canela,tabaco | musgo,vainilla Bourbon | Orcanox™,manzana | Humo | canela | tabaco | musgo | vainilla Bourbon | Orcanox™,ahumado | afrutados | canela | tabaco | cálido especiado | avainillado | fresco | dulce | verde | amaderado,https://www.fragrantica.es/perfume/French-Avenue/Veneno-105519.html,https://privateriche.com/perfume-arabe/french-avenue-veneno
french-avenue-veneno-bianco,French Avenue,Veneno Bianco,unisex,,100,1,neroli | leche | bergamota,flores blancas | flor de tiaré | ylang-ylang,coco | vainilla | ládano | madera de gaiac,neroli | leche | bergamota | flores blancas | flor de tiaré | ylang-ylang | coco | vainilla | ládano | madera de gaiac,floral blanco | dulce | cítrico | Floral amarillo | lactónico | amaderado | coco | avainillado,https://www.fragrantica.es/perfume/French-Avenue/Veneno-Bianco-105518.html,https://privateriche.com/perfume-arabe/french-avenue-veneno-bianco
french-avenue-vulcan-baie,French Avenue,Vulcan Baie,unisex,extrait,100,1,zarzamora (frambuesa negra) | grosellas negras | romero | bergamota,frambuesa | vodka | albahaca | lirio de los valles (muguete),fresa | almizcle | durazno (melocotón) | ámbar | sándalo | pachulí | incienso,zarzamora (frambuesa negra) | grosellas negras | romero | bergamota | frambuesa | vodka | albahaca | lirio de los valles (muguete) | fresa | almizcle | durazno (melocotón) | ámbar | sándalo | pachulí | incienso,afrutados | dulce | aromático | fresco especiado | amaderado | vodka,https://www.fragrantica.es/perfume/French-Avenue/Vulcan-Baie-110650.html,https://privateriche.com/perfume-arabe/french-avenue-vulcan-baie
french-avenue-vulcan-feu,French Avenue,Vulcan Feu,unisex,extrait,100,1,mango | limón (lima ácida) | jengibre | ruibarbo,pimienta rosa | jazmín | violeta | praliné,haba tonka | cedro | ámbar gris | musgo,mango | limón (lima ácida) | jengibre | ruibarbo | pimienta rosa | jazmín | violeta | praliné | haba tonka | cedro | ámbar gris | musgo,tropical | afrutados | dulce | cítrico | amaderado | fresco | fresco especiado | aromático | terpénico | ámbar,https://www.fragrantica.es/perfume/French-Avenue/Vulcan-Feu-105520.html,https://privateriche.com/perfume-arabe/french-avenue-vulcan-feu
french-avenue-vulcan-sable,French Avenue,Vulcan Sable,unisex,edp,100,1,whisky | naranja | mandarina | cilantro,haba tonka | cachemira | styrax | anís,vainilla | pachulí | benjuí,whisky | naranja | mandarina | cilantro | haba tonka | cachemira | styrax | anís | vainilla | pachulí | benjuí,avainillado | amaderado | ámbar | Whisky | cálido especiado | cítrico | dulce | atalcado | balsámico | almizclado,https://www.fragrantica.es/perfume/French-Avenue/Vulcan-Sable-105521.html,https://privateriche.com/perfume-arabe/french-avenue-vulcan-sable
khadlaj-25-experience,Khadlaj,25 Experience,unisex,edp,100,1,cardamomo | eucalipto | bergamota,cedro | árbol de la higuera | rosa,incienso | cachemira | sándalo,cardamomo | eucalipto | bergamota | cedro | árbol de la higuera | rosa | incienso | cachemira | sándalo,amaderado | cálido especiado | ámbar | atalcado | aromático | ahumado | balsámico | almizclado,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/25-Experience-101044.html,https://privateriche.com/perfume-arabe/khadlaj-25-experience
khadlaj-caffe-latte,Khadlaj,Caffe Latte,unisex,extrait,100,1,café | almendras dulces | leche,vainilla | helado | ámbar,vainilla | crema de almendras | caramelo,café | almendras dulces | leche | vainilla | helado | ámbar | vainilla | crema de almendras | caramelo,dulce | avainillado | café | almendrado | caramelo | lactónico | cálido especiado | nueces | ámbar | afrutados,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Caffe-Latte-102359.html,https://privateriche.com/perfume-arabe/khadlaj-caffe-latte
khadlaj-cloud-candy,Khadlaj,Cloud Candy,unisex,extrait,100,0,,,,malvavisco (bombón) | fresa | azúcar | crema batida | vainilla | frambuesa | almizcle blanco | coco | naranja tangerina | ambroxan | fresia,dulce | avainillado | afrutados | atalcado | almizclado,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Cloud-Candy-109598.html,https://privateriche.com/perfume-arabe/khadlaj-cloud-candy
khadlaj-cream-velvet,Khadlaj,Cream Velvet,unisex,extrait,100,1,caramelo | mantequilla,haba tonka | miel | jazmín,vainilla | ámbar | almizcle,caramelo | mantequilla | haba tonka | miel | jazmín | vainilla | ámbar | almizcle,avainillado | dulce | caramelo | ámbar | atalcado | amielado | lactónico | almizclado | balsámico,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Cream-Velvet-102358.html,https://privateriche.com/perfume-arabe/khadlaj-cream-velvet
khadlaj-empire-victor,Khadlaj,Empire Victor,unisex,edp,100,1,limón (lima ácida) | bergamota,caramelo | jazmín,vainilla | almizcle,limón (lima ácida) | bergamota | caramelo | jazmín | vainilla | almizcle,avainillado | cítrico | caramelo | atalcado | dulce | almizclado | aromático | floral blanco | balsámico,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Empire-Victor-102002.html,https://privateriche.com/perfume-arabe/khadlaj-empire-victor
khadlaj-fursan-white,Khadlaj,Fursan White,mujer,edp,100,1,bergamota | jazmín,almizcle | coco | almendra,vainilla | cedro | nuez moscada,bergamota | jazmín | almizcle | coco | almendra | vainilla | cedro | nuez moscada,avainillado | almizclado | coco | atalcado | dulce | fresco especiado | amaderado | nueces | almendrado | lactónico,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Fursan-White-102361.html,https://privateriche.com/perfume-arabe/khadlaj-fursan-white
khadlaj-hareem-al-sultan-gold,Khadlaj,Hareem Al Sultan Gold,mujer,,35,1,bergamota | jazmín | peonía,piña | durazno (melocotón) | ciruela,almizcle | sándalo | pachulí,bergamota | jazmín | peonía | piña | durazno (melocotón) | ciruela | almizcle | sándalo | pachulí,afrutados | dulce | atalcado | amaderado | almizclado | fresco | cítrico | florales | floral blanco | tropical,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Hareem-Al-Sultan-Gold-82036.html,https://privateriche.com/perfume-arabe/khadlaj-hareem-al-sultan-gold
khadlaj-island,Khadlaj,Island,unisex,extrait,100,1,piña | iris | jengibre | ciprés,coco | notas amaderadas,haba tonka | sándalo | ámbar | ámbar gris,piña | iris | jengibre | ciprés | coco | notas amaderadas | haba tonka | sándalo | ámbar | ámbar gris,dulce | amaderado | coco | ámbar | afrutados | avainillado | tropical | atalcado | iris | fresco,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Island-102362.html,https://privateriche.com/perfume-arabe/khadlaj-island
khadlaj-island-dreams,Khadlaj,Island Dreams,unisex,extrait,100,1,jengibre | bergamota,toronja (pomelo),almizcle | ambroxan,jengibre | bergamota | toronja (pomelo) | almizcle | ambroxan,cítrico | fresco especiado | almizclado | ámbar | atalcado | aromático,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Island-Dreams-113593.html,https://privateriche.com/perfume-arabe/khadlaj-island-dreams
khadlaj-island-vanilla-dunes,Khadlaj,Island Vanilla Dunes,unisex,extrait,100,1,vainilla | canela | cardamomo | bergamota,flor de azahar del naranjo | madera de gaiac,praliné | ámbar | almizcle,vainilla | canela | cardamomo | bergamota | flor de azahar del naranjo | madera de gaiac | praliné | ámbar | almizcle,cálido especiado | avainillado | dulce | canela | atalcado | floral blanco | ámbar | cítrico | amaderado | aromático,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Island-Vanilla-Dunes-106802.html,https://privateriche.com/perfume-arabe/khadlaj-island-vanilla-dunes
khadlaj-karus-blu-spice,Khadlaj,Karus Blu Spice,hombre,edp,100,1,té | bergamota,jengibre | neroli,canela,té | bergamota | jengibre | neroli | canela,fresco especiado | cítrico | fresco | verde | canela | cálido especiado | aromático,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Karus-Blu-Spice-118223.html,https://privateriche.com/perfume-arabe/khadlaj-karus-blu-spice
khadlaj-shiyaaka-for-men,Khadlaj,Shiyaaka For Men,hombre,edp,100,1,romero | petit grain | pimienta,neroli | raíz de lirio | jazmín,cedro | vetiver | pachulí,romero | petit grain | pimienta | neroli | raíz de lirio | jazmín | cedro | vetiver | pachulí,amaderado | aromático | fresco especiado | floral blanco | iris | cítrico | terrosos | atalcado | verde | florales,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Shiyaaka-For-Men-86143.html,https://privateriche.com/perfume-arabe/khadlaj-shiyaaka-for-men
khadlaj-shiyaaka-shadow,Khadlaj,Shiyaaka Shadow,hombre,edp,100,1,toronja (pomelo) | lavanda | pimienta rosa,ámbar | cedro | madera de cachemira,pachulí | musgo | almizcle,toronja (pomelo) | lavanda | pimienta rosa | ámbar | cedro | madera de cachemira | pachulí | musgo | almizcle,amaderado | cítrico | almizclado | lavanda | ámbar | terrosos | musgoso | pachulí | especiado suave | aromático,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Shiyaaka-Shadow-113596.html,https://privateriche.com/perfume-arabe/khadlaj-shiyaaka-shadow
khadlaj-shiyaaka-snow,Khadlaj,Shiyaaka Snow,unisex,edp,100,1,bergamota | mandarina,pimienta rosa | nuez moscada | neroli,cardamomo | vetiver,bergamota | mandarina | pimienta rosa | nuez moscada | neroli | cardamomo | vetiver,cítrico | fresco especiado | aromático | cálido especiado | especiado suave | amaderado | florales | verde | terrosos | floral blanco,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Shiyaaka-Snow-119252.html,https://privateriche.com/perfume-arabe/khadlaj-shiyaaka-snow
khadlaj-zayaan-gold,Khadlaj,Zayaan Gold,unisex,edp,100,1,ciruela | cardamomo | canela | bergamota,lavanda | abrótano | Davana,haba tonka | benjuí | ládano | pachulí,ciruela | cardamomo | canela | bergamota | lavanda | abrótano | Davana | haba tonka | benjuí | ládano | pachulí,cálido especiado | aromático | ámbar | afrutados | dulce | lavanda | avainillado | canela | herbal | balsámico,https://www.fragrantica.es/perfume/Khadlaj-Perfumes/Zayaan-Gold-120255.html,https://privateriche.com/perfume-arabe/khadlaj-zayaan-gold
lattafa-afeef,Lattafa,Afeef,unisex,,100,1,durazno (melocotón) | pimienta rosa | bergamota,nardos | flor de azahar del naranjo | jazmín,praliné | ámbar | sándalo | pachulí,durazno (melocotón) | pimienta rosa | bergamota | nardos | flor de azahar del naranjo | jazmín | praliné | ámbar | sándalo | pachulí,floral blanco | dulce | amaderado | afrutados | cítrico | nardos | ámbar | atalcado | animálico | especiado suave,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Afeef-100126.html,https://privateriche.com/perfume-arabe/lattafa-afeef
lattafa-ajwad,Lattafa,Ajwad,unisex,edp,100,1,notas afrutadas,rosa | jazmín,vainilla | almizcle | ámbar | cedro,notas afrutadas | rosa | jazmín | vainilla | almizcle | ámbar | cedro,rosas | afrutados | avainillado | atalcado | almizclado | dulce | ámbar | floral blanco | florales | amaderado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ajwad-75099.html,https://privateriche.com/perfume-arabe/lattafa-ajwad
arabian-oud-al-qiam-gold,Lattafa,Al Qiam Gold,hombre,edp,100,1,frambuesa | azafrán,cuero | pachulí,madera de oud | ámbar | benjuí | madera de gaiac | vetiver,frambuesa | azafrán | cuero | pachulí | madera de oud | ámbar | benjuí | madera de gaiac | vetiver,cuero | oud | cálido especiado | ámbar | amaderado | animálico | afrutados | dulce | pachulí | ahumado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Al-Qiam-Gold-82816.html,https://privateriche.com/perfume-arabe/arabian-oud-al-qiam-gold
lattafa-ameer-al-oud,Lattafa,Ameer Al Oud,hombre,edp,100,0,,,,madera de oud | notas amaderadas | ládano | azúcar | vainilla,amaderado | oud | avainillado | dulce | ámbar | almizclado | balsámico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ameer-Al-Oudh-25826.html,https://privateriche.com/perfume-arabe/lattafa-ameer-al-oud
ajmal-ameer-al-oudh-intense,Lattafa,Ameer Al Oudh Intense Oud,hombre,edp,60,1,notas amaderadas | madera de oud,azúcar | vainilla,madera de oud | sándalo | notas herbales,notas amaderadas | madera de oud | azúcar | vainilla | madera de oud | sándalo | notas herbales,amaderado | avainillado | dulce | oud | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ameer-Al-Oudh-Intense-Oud-64947.html,https://privateriche.com/perfume-arabe/ajmal-ameer-al-oudh-intense
lattafa-ana-abiyedh-rouge,Lattafa,Ana Abiyedh Rouge,mujer,edp,60,1,Pera Nashi | kumquat (naranja enana) | bergamota,caramelo | geranio,ámbar gris | almizcle | musgo de roble,Pera Nashi | kumquat (naranja enana) | bergamota | caramelo | geranio | ámbar gris | almizcle | musgo de roble,cítrico | ámbar | caramelo | aromático | fresco especiado | animálico | afrutados | almizclado | musgoso | dulce,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ana-Abiyedh-Rouge-63062.html,https://privateriche.com/perfume-arabe/lattafa-ana-abiyedh-rouge
lattafa-ansaam-gold,Lattafa,Ansaam Gold,unisex,edp,100,1,mandarina | pera,notas dulces | jazmín | rosa,almizcle | vainilla | frambuesa,mandarina | pera | notas dulces | jazmín | rosa | almizcle | vainilla | frambuesa,dulce | afrutados | cítrico | almizclado | avainillado | floral blanco | rosas | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ansaam-Gold-82731.html,https://privateriche.com/perfume-arabe/lattafa-ansaam-gold
lattafa-asad,Lattafa,Asad,hombre,edp,100,1,pimienta negra | tabaco | piña,pachulí | café | iris,vainilla | ámbar | Madera seca | benjuí | ládano,pimienta negra | tabaco | piña | pachulí | café | iris | vainilla | ámbar | Madera seca | benjuí | ládano,ámbar | fresco especiado | amaderado | cálido especiado | avainillado | dulce | tabaco | atalcado | pachulí | balsámico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Asad-72821.html,https://privateriche.com/perfume-arabe/lattafa-asad
lattafa-asad-bourbon,Lattafa,Asad Bourbon,hombre,edp,100,1,lavanda | ciruela Mirabel | pimienta rosa,cacao | nuez moscada | Davana,vainilla Bourbon | ámbar | vetiver,lavanda | ciruela Mirabel | pimienta rosa | cacao | nuez moscada | Davana | vainilla Bourbon | ámbar | vetiver,avainillado | cacao | dulce | lavanda | fresco especiado | cálido especiado | ámbar | aromático | atalcado | especiado suave,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Asad-Bourbon-101124.html,https://privateriche.com/perfume-arabe/lattafa-asad-bourbon
lattafa-asad-elixir,Lattafa,Asad Elixir,hombre,edp,100,1,pimienta rosa | azafrán | toronja (pomelo),tabaco | vainilla | cedro,ámbar ligero | Incienso | pachulí | cachemira,pimienta rosa | azafrán | toronja (pomelo) | tabaco | vainilla | cedro | ámbar ligero | Incienso | pachulí | cachemira,ámbar | amaderado | tabaco | avainillado | dulce | cálido especiado | atalcado | especiado suave | pachulí | fresco especiado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Asad-Elixir-117616.html,https://privateriche.com/perfume-arabe/lattafa-asad-elixir
lattafa-atheeri,Lattafa,Atheeri,mujer,edp,100,1,flor de pasionaria | Gota del rocío,orquídea | jazmín,vainilla | Amberwood,flor de pasionaria | Gota del rocío | orquídea | jazmín | vainilla | Amberwood,florales | avainillado | dulce | acuático | atalcado | ámbar | afrutados | floral blanco | amaderado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Atheeri-105152.html,https://privateriche.com/perfume-arabe/lattafa-atheeri
lattafa-badee-al-oud-amethyst,Lattafa,Bade'e Al Oud Amethyst,unisex,edp,100,1,pimienta rosa | bergamota,rosa turca | rosa de Bulgaria (rosa Damascena de Bulgaria) | jazmín,madera de oud | ámbar | vainilla,pimienta rosa | bergamota | rosa turca | rosa de Bulgaria (rosa Damascena de Bulgaria) | jazmín | madera de oud | ámbar | vainilla,rosas | oud | ámbar | especiado suave | florales | avainillado | cítrico | fresco especiado | floral blanco,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Amethyst-68214.html,https://privateriche.com/perfume-arabe/lattafa-badee-al-oud-amethyst
lattafa-badee-al-oud-honor-glory,Lattafa,Bade'e Al Oud Honor & Glory,unisex,edp,100,1,piña | créme brulée,canela | cúrcuma (azafrán de la India) | pimienta negra | benjuí,vainilla | sándalo | cachemira | musgo,piña | créme brulée | canela | cúrcuma (azafrán de la India) | pimienta negra | benjuí | vainilla | sándalo | cachemira | musgo,dulce | cálido especiado | afrutados | avainillado | amaderado | atalcado | canela | tropical,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Honor-Glory-84302.html,https://privateriche.com/perfume-arabe/lattafa-badee-al-oud-honor-glory
lattafa-badee-al-oud-sublime,Lattafa,Bade'e Al Oud Sublime,unisex,edp,100,1,manzana | lichi | rosa,ciruela | jazmín,musgo | vainilla | pachulí,manzana | lichi | rosa | ciruela | jazmín | musgo | vainilla | pachulí,afrutados | fresco | tropical | rosas | verde | terrosos | musgoso,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Sublime-83309.html,https://privateriche.com/perfume-arabe/lattafa-badee-al-oud-sublime
lattafa-eclaire,Lattafa,Eclaire,mujer,edp,100,1,caramelo | leche | azúcar,miel | flores blancas,vainilla | praliné | almizcle,caramelo | leche | azúcar | miel | flores blancas | vainilla | praliné | almizcle,dulce | avainillado | caramelo | lactónico | amielado | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Eclaire-93628.html,https://privateriche.com/perfume-arabe/lattafa-eclaire
lattafa-emeer,Lattafa,Emeer,hombre,edp,100,1,limón (lima ácida) | bergamota | esclarea | bayas de enebro,té Blanco | sándalo | cardamomo | incienso de olíbano (franquincienso),ámbar gris | cedro | cachemira | pachulí,limón (lima ácida) | bergamota | esclarea | bayas de enebro | té Blanco | sándalo | cardamomo | incienso de olíbano (franquincienso) | ámbar gris | cedro | cachemira | pachulí,aromático | cítrico | amaderado | ámbar | fresco especiado | cálido especiado | atalcado | verde | balsámico | especiado suave,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Emeer-89761.html,https://privateriche.com/perfume-arabe/lattafa-emeer
lattafa-fakhar,Lattafa,Fakhar,hombre,edp,100,1,durazno (melocotón) | pera | naranja | manzana | grosellas negras,flor de azahar del naranjo | rosa | jazmín sambac (sampaguita),vainilla | pachulí | madera de sándalo | almizcle,durazno (melocotón) | pera | naranja | manzana | grosellas negras | flor de azahar del naranjo | rosa | jazmín sambac (sampaguita) | vainilla | pachulí | madera de sándalo | almizcle,afrutados | floral blanco | dulce | cítrico | amaderado | atalcado | avainillado | rosas | pachulí | fresco,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Fakhar-Lattafa-30864.html,https://privateriche.com/perfume-arabe/lattafa-fakhar
